File	TotalReads	TotalBases	HitReads	HitKmers	MatchList
SRR4255936_1	10471307	1570696050	0	0	
SRR4255936_2	10471307	1570696050	0	0	
SRR4255937_1	7379066	1106859900	0	0	
SRR4255937_2	7379066	1106859900	0	0	
SRR4255938_1	9592361	1438854150	0	0	
SRR4255938_2	9592361	1438854150	0	0	
SRR4255939_1	317403	47610450	0	0	
SRR4255939_2	317403	47610450	0	0	
SRR4255940_1	1040739	156110850	0	0	
SRR4255940_2	1040739	156110850	0	0	
SRR4255941_1	1633464	245019600	0	0	
SRR4255941_2	1633464	245019600	0	0	
SRR4255942_1	4221900	633285000	0	0	
SRR4255942_2	4221900	633285000	0	0	
SRR4255943_1	934476	140171400	0	0	
SRR4255943_2	934476	140171400	0	0	
SRR4255944_1	2401769	360265350	0	0	
SRR4255944_2	2401769	360265350	0	0	
SRR4255945_1	3390980	508647000	0	0	
SRR4255945_2	3390980	508647000	0	0	
SRR4255946_1	1901716	285257400	0	0	
SRR4255946_2	1901716	285257400	0	0	
SRR4255947_1	4971103	745665450	0	0	
SRR4255947_2	4971103	745665450	0	0	
SRR4255948_1	6035007	905251050	0	0	
SRR4255948_2	6035007	905251050	0	0	
SRR4255949_1	8800224	1320033600	0	0	
SRR4255949_2	8800224	1320033600	0	0	
SRR4255950_1	1264793	189718950	0	0	
SRR4255950_2	1264793	189718950	0	0	
SRR4255951_1	14254887	2138233050	0	0	
SRR4255951_2	14254887	2138233050	0	0	
SRR4255952_1	9776046	1466406900	0	0	
SRR4255952_2	9776046	1466406900	0	0	
SRR4255953_1	7927079	1189061850	0	0	
SRR4255953_2	7927079	1189061850	0	0	
SRR4255954_1	6025605	903840750	0	0	
SRR4255954_2	6025605	903840750	0	0	
SRR4255955_1	3220744	483111600	0	0	
SRR4255955_2	3220744	483111600	0	0	
SRR4255956_1	5933112	889966800	0	0	
SRR4255956_2	5933112	889966800	0	0	
SRR4255957_1	1564621	234693150	0	0	
SRR4255957_2	1564621	234693150	0	0	
SRR4255958_1	1690154	253523100	0	0	
SRR4255958_2	1690154	253523100	0	0	
SRR4255959_1	4051953	607792950	0	0	
SRR4255959_2	4051953	607792950	0	0	
SRR4255960_1	5779327	866899050	0	0	
SRR4255960_2	5779327	866899050	0	0	
SRR4295172_1	2906510	871953000	0	0	
SRR4295172_2	2906510	871953000	0	0	
SRR4295173_1	3811836	1143550800	0	0	
SRR4295173_2	3811836	1143550800	0	0	
SRR4295174_1	3315881	994764300	0	0	
SRR4295174_2	3315881	994764300	0	0	
SRR4295175_1	3561470	1068441000	0	0	
SRR4295175_2	3561470	1068441000	0	0	
SRR4345124_1	1281983	385876883	0	0	
SRR4345124_2	1281983	385876883	0	0	
SRR4345125_1	1036607	312018707	0	0	
SRR4345125_2	1036607	312018707	0	0	
SRR4345126_1	481272	144862872	0	0	
SRR4345126_2	481272	144862872	0	0	
SRR4345127_1	1157705	348469205	0	0	
SRR4345127_2	1157705	348469205	0	0	
SRR4345128_1	803525	241861025	0	0	
SRR4345128_2	803525	241861025	0	0	
SRR4345129_1	108538	32669938	0	0	
SRR4345129_2	108538	32669938	0	0	
SRR4345130_1	623956	187810756	0	0	
SRR4345130_2	623956	187810756	0	0	
SRR4345131_1	1103358	332110758	0	0	
SRR4345131_2	1103358	332110758	0	0	
SRR4345132_1	163695	49272195	0	0	
SRR4345132_2	163695	49272195	0	0	
SRR4345133_1	403357	121410457	0	0	
SRR4345133_2	403357	121410457	0	0	
SRR4345134_1	526738	158548138	0	0	
SRR4345134_2	526738	158548138	0	0	
SRR4345135_1	469623	117875373	0	0	
SRR4345135_2	469623	117875373	0	0	
SRR4345136_1	1430548	430594948	0	0	
SRR4345136_2	1430548	430594948	0	0	
SRR4345137_1	370817	93075067	0	0	
SRR4345137_2	370817	93075067	0	0	
SRR4345138_1	456497	114580747	0	0	
SRR4345138_2	456497	114580747	0	0	
SRR4345139_1	429652	107842652	0	0	
SRR4345139_2	429652	107842652	0	0	
SRR4345140_1	909184	273664384	0	0	
SRR4345140_2	909184	273664384	0	0	
SRR4345141_1	2273886	684439686	0	0	
SRR4345141_2	2273886	684439686	0	0	
SRR4345142_1	1244184	374499384	0	0	
SRR4345142_2	1244184	374499384	0	0	
SRR4345143_1	2012441	605744741	0	0	
SRR4345143_2	2012441	605744741	0	0	
SRR4345144_1	1669084	502394284	0	0	
SRR4345144_2	1669084	502394284	0	0	
SRR4345145_1	1172848	353027248	0	0	
SRR4345145_2	1172848	353027248	0	0	
SRR4345146_1	1370343	412473243	0	0	
SRR4345146_2	1370343	412473243	0	0	
SRR4345147_1	927599	279207299	0	0	
SRR4345147_2	927599	279207299	0	0	
SRR4345148_1	798978	240492378	0	0	
SRR4345148_2	798978	240492378	0	0	
SRR4345149_1	1326748	399351148	0	0	
SRR4345149_2	1326748	399351148	0	0	
SRR4345150_1	1572533	473332433	0	0	
SRR4345150_2	1572533	473332433	0	0	
SRR4345151_1	865008	260367408	0	0	
SRR4345151_2	865008	260367408	0	0	
SRR4345152_1	842822	253689422	0	0	
SRR4345152_2	842822	253689422	0	0	
SRR4345153_1	1156668	348157068	0	0	
SRR4345153_2	1156668	348157068	0	0	
SRR4345154_1	1082607	325864707	0	0	
SRR4345154_2	1082607	325864707	0	0	
SRR4345155_1	1546365	465455865	0	0	
SRR4345155_2	1546365	465455865	0	0	
SRR4345156_1	1425376	429038176	0	0	
SRR4345156_2	1425376	429038176	0	0	
SRR4345157_1	1172629	352961329	0	0	
SRR4345157_2	1172629	352961329	0	0	
SRR4345158_1	1258706	378870506	0	0	
SRR4345158_2	1258706	378870506	0	0	
SRR4345159_1	1651742	497174342	0	0	
SRR4345159_2	1651742	497174342	0	0	
SRR4345160_1	1658975	499351475	0	0	
SRR4345160_2	1658975	499351475	0	0	
SRR4345161_1	1463744	440586944	0	0	
SRR4345161_2	1463744	440586944	0	0	
SRR4345162_1	1342393	404060293	0	0	
SRR4345162_2	1342393	404060293	0	0	
SRR4345163_1	424505	106550755	0	0	
SRR4345163_2	424505	106550755	0	0	
SRR4345164_1	383760	96323760	0	0	
SRR4345164_2	383760	96323760	0	0	
SRR4345165_1	428985	107675235	0	0	
SRR4345165_2	428985	107675235	0	0	
SRR4345166_1	439118	110218618	0	0	
SRR4345166_2	439118	110218618	0	0	
SRR4345167_1	2041773	614573673	0	0	
SRR4345167_2	2041773	614573673	0	0	
SRR4345168_1	763737	229884837	0	0	
SRR4345168_2	763737	229884837	0	0	
SRR4345169_1	1423429	428452129	0	0	
SRR4345169_2	1423429	428452129	0	0	
SRR4345170_1	1222757	368049857	0	0	
SRR4345170_2	1222757	368049857	0	0	
SRR4345171_1	829877	249792977	0	0	
SRR4345171_2	829877	249792977	0	0	
SRR464176_1	172737	690948	0	0	
SRR464176_2	172737	68049618	0	0	
SRR466222_1	147973	591892	0	0	
SRR466222_2	147973	61449116	0	0	
SRR466223_1	151889	607556	0	0	
SRR466223_2	151889	53861350	0	0	
SRR466334_1	314802	1259208	0	0	
SRR466334_2	314802	110794075	0	0	
SRR466335_1	277369	1109476	0	0	
SRR466335_2	277369	95594512	0	0	
SRR466444_1	265011	1060044	0	0	
SRR466444_2	265011	87079516	0	0	
SRR466445_1	185401	741604	0	0	
SRR466445_2	185401	41932783	0	0	
SRR466446_1	196866	787464	0	0	
SRR466446_2	196866	43221111	0	0	
SRR5039868_1	320701	81340339	0	0	
SRR5039868_2	320701	81133827	0	0	
SRR5039890_1	667528	162738169	0	0	
SRR5039890_2	667528	164096877	0	0	
SRR5040897_1	4020145	607041895	5	5	MN908947.3Wuhan-Hu-1:p15393s_m1 p15505s_m1 p15537a_m1 p15577a_m1 p15585a_m1
SRR5040897_2	4020145	607041895	4	4	MN908947.3Wuhan-Hu-1:p15441s_m1 p15449s_m1 p15497s_m1 p15585a_m1
SRR5040898_1	3638737	549449287	5	45	X51522.1_phageP4:p4449a_m7 p7211a_m10(2) p8064s_m14 p8102a_m4
SRR5040898_2	3638737	549449287	5	32	X51522.1_phageP4:p7076s_m10(2) p7923s_m6 p8346a_m5 p9302a_m1
SRR5040899_1	4668632	704963432	32	175	X51522.1_phageP4:p3013a_m3(3) p3595a_m1 p3834s_m4 p4013a_m4 p4013a_m5 p4314s_m4 p4623s_m2 p4719s_m3 p4764a_m3 p4789a_m4 p6926s_m3 p7296a_m10 p7809s_m5 p7815s_m12 p7848a_m2 p8024s_m9 p8027a_m12 p8143s_m4 p8346s_m5 p8362a_m10 p8817a_m9 p9497s_m2 p9753a_m7 p9911a_m2 p9947a_m12 p9990s_m7 p10247a_m2 p10481s_m9 p10648a_m7 p10824s_m7
SRR5040899_2	4668632	704963432	30	193	X51522.1_phageP4:p3467s_m1 p3806s_m1 p3806s_m3 p3945a_m3 p4429a_m4 p4564s_m4 p4572s_m4 p4724a_m2 p4806a_m3 p7012a_m4 p7053s_m10 p7648s_m4 p7802s_m15 p7959a_m12 p8021a_m12 p8077s_m12 p8174a_m9 p8298a_m7 p8546a_m9 p8546a_m10 p8639s_m8 p9466s_m5 p9712a_m3 p9758s_m13 p9850s_m1 p10077s_m3 p10083a_m6 p10563s_m6 p10694a_m15 p11000a_m4
SRR5040900_1	4346899	656381749	37	231	X51522.1_phageP4:p3805s_m9 p4281s_m3 p4439s_m3 p4481s_m6 p4550s_m5(2) p4555a_m3 p4578a_m6(2) p4770a_m7 p4778a_m5 p4824s_m2 p4962a_m5 p5007s_m14(2) p5965s_m9 p6063a_m12 p6075s_m9 p6392a_m12 p6841a_m5 p6859s_m7 p6934s_m9 p6954a_m8 p7001s_m4 p7030s_m5 p7200s_m7(2) p7202s_m6 p7210s_m8 p7279s_m5 p7284a_m7 p7376s_m4 p7393s_m3 p7456a_m4 p7489a_m5 p7604a_m1(2)
SRR5040900_2	4346899	656381749	36	242	X51522.1_phageP4:p4051a_m7 p4223s_m1(2) p4278s_m3 p4379a_m3 p4509s_m7 p4563s_m4 p4566a_m5 p4575s_m3 p4737a_m4(2) p4788a_m7 p4881a_m2 p5298a_m10(2) p5652s_m8 p5857s_m12 p6245a_m6 p6255a_m6 p6291a_m2 p6649s_m4 p7000s_m15 p7029a_m10 p7191s_m3 p7199a_m11 p7211a_m11 p7231a_m11 p7327s_m11(2) p7328a_m11 p7362s_m5 p7391a_m9 p7431s_m2 p7453a_m10(2) p7485a_m3
SRR5040901_1	2767624	417911224	0	0	
SRR5040901_2	2767624	417911224	0	0	
SRR5040902_1	3941220	595124220	6	25	X51522.1_phageP4:p3760s_m2 p5948s_m8 p9850s_m9 p9929s_m4 p10693s_m1 p11729a_m1
SRR5040902_2	3941220	595124220	5	39	X51522.1_phageP4:p6082a_m9 p9977a_m8 p10037a_m14 p10909a_m5 p11513s_m3
SRR5040903_1	3949158	596322858	9	79	X51522.1_phageP4:p4383s_m5 p5862s_m14 p6950s_m12 p6971s_m14 p8032s_m7 p8089s_m6 p8289s_m7 p8327s_m3 p8890a_m11
SRR5040903_2	3949158	596322858	8	72	X51522.1_phageP4:p4578a_m9 p4704a_m7 p6080a_m10 p7204a_m13 p7207a_m13 p8155a_m8 p8166a_m6 p8447a_m6
SRR5040904_1	1735592	262074392	31	231	X51522.1_phageP4:p3514s_m7 p3614s_m6 p3691a_m5 p3716a_m4 p3754a_m5 p3911s_m8 p4495s_m10 p4860a_m8 p4898a_m15 p4910s_m8 p5276s_m11 p7052a_m11(2) p7353s_m6 p7870a_m6(2) p7948a_m9 p8289a_m11 p8760s_m8 p9195a_m6 p9547s_m3 p9607a_m3 p9668s_m9 p9923s_m7 p9986s_m7(2) p9999s_m3 p10801a_m11 p10946a_m14 p11282s_m4 p11596a_m2
SRR5040904_2	1735592	262074392	34	208	X51522.1_phageP4:p2956s_m3 p3474s_m10 p3484s_m8 p3517s_m6 p3526s_m2(2) p3749a_m6 p3756a_m5 p4565s_m4 p4774s_m7 p4835a_m11 p5023a_m8 p5484a_m7 p6868s_m9(2) p7463a_m6 p7657s_m1(2) p7658s_m4 p8093s_m15 p8525a_m2 p8972a_m6 p9077s_m7 p9537s_m3 p9859a_m5 p9916a_m6 p10111a_m3 p10111a_m8 p10148a_m6(2) p10656s_m11 p10810s_m14 p11499a_m5 p11548s_m2
SRR5040905_1	4422358	667776058	0	0	
SRR5040905_2	4422358	667776058	0	0	
SRR5040906_1	4492624	678386224	0	0	
SRR5040906_2	4492624	678386224	0	0	
SRR5040907_1	6294644	950491244	0	0	
SRR5040907_2	6294644	950491244	0	0	
SRR5040908_1	3840808	579962008	3	28	X51522.1_phageP4:p3477a_m1 p3947a_m15 p4746s_m12
SRR5040908_2	3840808	579962008	5	39	X51522.1_phageP4:p3254s_m1 p3712s_m11 p3743a_m1 p3960a_m15 p4898a_m11
SRR5040909_1	3192676	482094076	0	0	
SRR5040909_2	3192676	482094076	0	0	
SRR5040910_1	5851279	883543129	0	0	
SRR5040910_2	5851279	883543129	0	0	
SRR5040911_1	5651145	853322895	0	0	
SRR5040911_2	5651145	853322895	0	0	
SRR5040912_1	2003351	302506001	42	328	X51522.1_phageP4:p3526s_m2 p3996a_m13 p4008a_m12 p4080a_m4 p4386a_m1 p4541s_m3 p4578s_m5 p4597s_m6 p4611s_m6 p4625s_m8 p4745a_m9 p4768a_m1 p4774s_m11 p5644s_m5 p7899s_m7 p8154s_m1 p8159a_m11 p8384a_m4(2) p9352s_m7 p9433s_m6 p9433s_m7 p9440s_m10 p9479s_m11 p9486s_m11 p9537s_m4 p9600s_m12 p9648a_m6 p9800s_m11 p9844s_m11 p9949a_m11 p10000a_m11 p10317s_m12 p10514s_m9 p10597a_m11 p10598s_m10 p10625s_m10 p10649s_m11 p10870s_m8 p10894a_m15 p10910a_m7 p10982a_m4
SRR5040912_2	2003351	302506001	43	286	X51522.1_phageP4:p3510s_m2 p3627a_m2 p3789s_m5 p3938s_m5 p4070a_m5 p4229s_m2 p4333a_m1 p4584s_m8 p4719s_m1 p4728a_m6 p4745a_m6 p4756a_m6 p4797a_m11 p4976s_m8 p5342a_m7 p5849a_m3 p7912s_m11 p8214a_m1 p8267s_m3 p8323a_m5 p9405s_m5 p9610a_m12 p9663a_m8 p9720a_m3 p9720a_m5 p9741a_m3 p9771s_m8 p9775s_m9 p9791a_m8 p9957a_m11 p9968a_m11 p10007a_m11 p10028a_m4 p10364s_m13 p10587s_m9 p10600s_m13 p10628a_m10 p10727a_m10 p10734a_m9 p10796a_m4 p10870s_m4 p10881a_m10 p10982a_m8
SRR5040913_1	4822985	728270735	23	131	X51522.1_phageP4:p4051a_m1 p4392a_m5(2) p4500s_m2 p4513a_m2 p4850a_m11 p4889s_m7 p6790a_m1 p7615s_m5 p8141s_m7 p8363a_m11 p8468a_m4 p8468a_m7 p8722a_m1 p9772a_m5(2) p9940a_m3 p9948s_m15 p9967s_m5 p10000a_m3 p10521s_m12 p10671a_m12 p11248a_m2
SRR5040913_2	4822985	728270735	20	113	X51522.1_phageP4:p3891s_m1 p4720a_m2 p4724s_m10 p5000a_m6 p6653s_m1 p6980a_m14 p7906a_m6 p8182s_m5 p8284a_m8 p8343s_m4(2) p8612s_m2 p9644s_m5(2) p9871s_m4 p9908s_m2 p10078a_m5 p10184a_m13 p10410s_m4 p10665a_m12
SRR5040914_1	1887624	285031224	0	0	
SRR5040914_2	1887624	285031224	0	0	
SRR5040915_1	4076771	615592421	0	0	
SRR5040915_2	4076771	615592421	1	1	AY603355.1_Vaccinia:p34025a_m1
SRR5040916_1	8718668	1316518868	17	99	X51522.1_phageP4:p5943a_m5 p5945a_m5 p6036s_m6 p6042s_m9 p6058s_m4 p6386s_m6 p6636a_m8(2) p6718s_m10 p6918a_m3(2) p8739s_m8 p9060s_m3 p9953a_m8 p11331a_m4 p11665a_m2 p11680a_m7
SRR5040916_2	8718668	1316518868	16	120	X51522.1_phageP4:p5765s_m6 p5827s_m5 p6302a_m3 p6346a_m4 p6431s_m11(2) p6506a_m13 p6638a_m8 p6723s_m10(2) p6996a_m6 p8896a_m10 p9746s_m14 p11326a_m4 p11506a_m4 p11598s_m1
SRR5040917_1	3393357	512396907	2	10	X51522.1_phageP4:p4325a_m1 p9280s_m9
SRR5040917_2	3393357	512396907	1	9	X51522.1_phageP4:p9385a_m9
SRR5040918_1	4804340	725455340	4	4	MN908947.3Wuhan-Hu-1:p15625a_m1 X51522.1_phageP4:p8876a_m1 AY603355.1_Vaccinia:p33963s_m1 p34048a_m1
SRR5040918_2	4804340	725455340	3	3	MN908947.3Wuhan-Hu-1:p15625a_m1 X51522.1_phageP4:p8820s_m1 AY603355.1_Vaccinia:p33994s_m1
SRR5040919_1	5611061	847270211	0	0	
SRR5040919_2	5611061	847270211	0	0	
SRR5040920_1	5553526	838582426	30	234	X51522.1_phageP4:p4205s_m2 p4230s_m2 p4430a_m6 p4580s_m5 p4720a_m1 p6942s_m12 p7146a_m7 p7751s_m11 p7867s_m9 p8281a_m8 p8337s_m9 p8341s_m5 p8375s_m15 p8407s_m14 p8602a_m6 p8642a_m9 p8826a_m9 p8864a_m8(2) p8896a_m5(2) p9046a_m3 p9608a_m8 p9858s_m14(2) p9897s_m9 p10040a_m8 p10139a_m8 p10899a_m8 p11079a_m6
SRR5040920_2	5553526	838582426	31	268	X51522.1_phageP4:p4252s_m3 p4394a_m2 p4436a_m6 p4658s_m1 p4715a_m5 p6977s_m6 p7066s_m7 p7089a_m12 p7995a_m9 p8021a_m10 p8144s_m9 p8349s_m14 p8499s_m11 p8511s_m9 p8563a_m15 p8572a_m14 p8612a_m11(2) p8633s_m11(2) p8676s_m9 p8744s_m5 p8966s_m3 p9318s_m7 p9940s_m7 p9962s_m9 p10000a_m9 p10040a_m14(2) p10768s_m8 p11001s_m6
SRR5040921_1	5523870	834104370	0	0	
SRR5040921_2	5523870	834104370	0	0	
SRR5046065_1	4447416	444741600	0	0	
SRR5046065_2	4447416	444741600	0	0	
SRR5046066_1	3447401	344740100	0	0	
SRR5046066_2	3447401	344740100	0	0	
SRR5046067_1	5035067	503506700	0	0	
SRR5046067_2	5035067	503506700	0	0	
SRR5046068_1	1835864	183586400	0	0	
SRR5046068_2	1835864	183586400	0	0	
SRR5046069_1	1355833	135583300	0	0	
SRR5046069_2	1355833	135583300	0	0	
SRR5046070_1	5101392	510139200	0	0	
SRR5046070_2	5101392	510139200	0	0	
SRR5046071_1	2930805	293080500	0	0	
SRR5046071_2	2930805	293080500	0	0	
SRR5046072_1	4937492	493749200	0	0	
SRR5046072_2	4937492	493749200	0	0	
SRR5046073_1	11126378	1112637800	0	0	
SRR5046073_2	11126378	1112637800	0	0	
SRR5046074_1	6163404	616340400	0	0	
SRR5046074_2	6163404	616340400	0	0	
SRR5046075_1	4853200	485320000	0	0	
SRR5046075_2	4853200	485320000	0	0	
SRR5046076_1	4632728	463272800	0	0	
SRR5046076_2	4632728	463272800	0	0	
SRR5046077_1	2289483	228948300	0	0	
SRR5046077_2	2289483	228948300	0	0	
SRR5046078_1	4462395	446239500	0	0	
SRR5046078_2	4462395	446239500	0	0	
SRR5046079_1	2816194	281619400	0	0	
SRR5046079_2	2816194	281619400	0	0	
SRR5046080_1	3963301	396330100	0	0	
SRR5046080_2	3963301	396330100	0	0	
SRR5046081_1	2370296	237029600	0	0	
SRR5046081_2	2370296	237029600	0	0	
SRR5046082_1	3913661	391366100	0	0	
SRR5046082_2	3913661	391366100	0	0	
SRR5046083_1	1074195	107419500	0	0	
SRR5046083_2	1074195	107419500	0	0	
SRR5046084_1	13037809	1303780900	0	0	
SRR5046084_2	13037809	1303780900	0	0	
SRR5046085_1	4403480	440348000	0	0	
SRR5046085_2	4403480	440348000	0	0	
SRR5046086_1	5133162	513316200	0	0	
SRR5046086_2	5133162	513316200	0	0	
SRR5046087_1	5021642	502164200	0	0	
SRR5046087_2	5021642	502164200	0	0	
SRR5046088_1	8397908	839790800	0	0	
SRR5046088_2	8397908	839790800	0	0	
SRR5046089_1	14870859	1487085900	0	0	
SRR5046089_2	14870859	1487085900	0	0	
SRR5046090_1	209463	20946300	0	0	
SRR5046090_2	209463	20946300	0	0	
SRR5046091_1	5298929	529892900	0	0	
SRR5046091_2	5298929	529892900	0	0	
SRR5046092_1	1608225	160822500	0	0	
SRR5046092_2	1608225	160822500	0	0	
SRR5046093_1	2405013	240501300	0	0	
SRR5046093_2	2405013	240501300	0	0	
SRR5046094_1	1891982	189198200	0	0	
SRR5046094_2	1891982	189198200	0	0	
SRR5046095_1	933929	93392900	0	0	
SRR5046095_2	933929	93392900	0	0	
SRR5046096_1	3158719	315871900	0	0	
SRR5046096_2	3158719	315871900	0	0	
SRR5046097_1	1948079	194807900	0	0	
SRR5046097_2	1948079	194807900	0	0	
SRR5046098_1	2825724	282572400	0	0	
SRR5046098_2	2825724	282572400	0	0	
SRR5046099_1	963881	96388100	0	0	
SRR5046099_2	963881	96388100	0	0	
SRR5046100_1	4473118	447311800	0	0	
SRR5046100_2	4473118	447311800	0	0	
SRR5046101_1	4580523	458052300	0	0	
SRR5046101_2	4580523	458052300	0	0	
SRR5046102_1	6762323	676232300	0	0	
SRR5046102_2	6762323	676232300	0	0	
SRR5046103_1	6798	679800	0	0	
SRR5046103_2	6798	679800	0	0	
SRR5046104_1	9830297	983029700	0	0	
SRR5046104_2	9830297	983029700	0	0	
SRR5046105_1	7440178	744017800	0	0	
SRR5046105_2	7440178	744017800	0	0	
SRR5046106_1	2858731	285873100	0	0	
SRR5046106_2	2858731	285873100	0	0	
SRR5046107_1	3172416	317241600	0	0	
SRR5046107_2	3172416	317241600	0	0	
SRR5046108_1	668722	66872200	0	0	
SRR5046108_2	668722	66872200	0	0	
SRR5046109_1	2428001	242800100	0	0	
SRR5046109_2	2428001	242800100	0	0	
SRR5046110_1	516436	51643600	0	0	
SRR5046110_2	516436	51643600	0	0	
SRR5046111_1	4895008	489500800	0	0	
SRR5046111_2	4895008	489500800	0	0	
SRR5046112_1	3877783	387778300	0	0	
SRR5046112_2	3877783	387778300	0	0	
SRR5046113_1	4476656	447665600	0	0	
SRR5046113_2	4476656	447665600	0	0	
SRR5046114_1	3708057	370805700	0	0	
SRR5046114_2	3708057	370805700	0	0	
SRR5046115_1	4639661	463966100	0	0	
SRR5046115_2	4639661	463966100	0	0	
SRR5046116_1	17066	1706600	0	0	
SRR5046116_2	17066	1706600	0	0	
SRR5046117_1	5440498	544049800	0	0	
SRR5046117_2	5440498	544049800	0	0	
SRR5046118_1	4396033	439603300	0	0	
SRR5046118_2	4396033	439603300	0	0	
SRR5046119_1	7968	796800	0	0	
SRR5046119_2	7968	796800	0	0	
SRR5046120_1	597436	59743600	0	0	
SRR5046120_2	597436	59743600	0	0	
SRR5046121_1	1289254	128925400	0	0	
SRR5046121_2	1289254	128925400	0	0	
SRR5046122_1	3141499	314149900	0	0	
SRR5046122_2	3141499	314149900	0	0	
SRR5046123_1	1746469	174646900	0	0	
SRR5046123_2	1746469	174646900	0	0	
SRR5046124_1	286548	28654800	0	0	
SRR5046124_2	286548	28654800	0	0	
SRR5046125_1	2887523	288752300	0	0	
SRR5046125_2	2887523	288752300	0	0	
SRR5046126_1	1619565	161956500	0	0	
SRR5046126_2	1619565	161956500	0	0	
SRR5046127_1	347822	34782200	0	0	
SRR5046127_2	347822	34782200	0	0	
SRR5046128_1	469026	46902600	0	0	
SRR5046128_2	469026	46902600	0	0	
SRR5046129_1	3069965	306996500	0	0	
SRR5046129_2	3069965	306996500	0	0	
SRR5046130_1	2477085	247708500	0	0	
SRR5046130_2	2477085	247708500	0	0	
SRR5046131_1	1305295	130529500	0	0	
SRR5046131_2	1305295	130529500	0	0	
SRR5046132_1	3153113	315311300	0	0	
SRR5046132_2	3153113	315311300	0	0	
SRR5046133_1	1817104	181710400	0	0	
SRR5046133_2	1817104	181710400	0	0	
SRR5046134_1	4629566	462956600	0	0	
SRR5046134_2	4629566	462956600	0	0	
SRR5046135_1	1436613	143661300	0	0	
SRR5046135_2	1436613	143661300	0	0	
SRR5046136_1	2369207	236920700	0	0	
SRR5046136_2	2369207	236920700	0	0	
SRR5046137_1	6303128	630312800	0	0	
SRR5046137_2	6303128	630312800	0	0	
SRR5046138_1	93815	9381500	0	0	
SRR5046138_2	93815	9381500	0	0	
SRR5046139_1	3673900	367390000	0	0	
SRR5046139_2	3673900	367390000	0	0	
SRR5046140_1	2055681	205568100	0	0	
SRR5046140_2	2055681	205568100	0	0	
SRR5046141_1	4951784	495178400	0	0	
SRR5046141_2	4951784	495178400	0	0	
SRR5046142_1	3691116	369111600	0	0	
SRR5046142_2	3691116	369111600	0	0	
SRR5046143_1	4107494	410749400	0	0	
SRR5046143_2	4107494	410749400	0	0	
SRR5046144_1	4668628	466862800	0	0	
SRR5046144_2	4668628	466862800	0	0	
SRR5046145_1	6647246	664724600	0	0	
SRR5046145_2	6647246	664724600	0	0	
SRR5046146_1	2622877	262287700	0	0	
SRR5046146_2	2622877	262287700	0	0	
SRR5046147_1	2638393	263839300	0	0	
SRR5046147_2	2638393	263839300	0	0	
SRR5046148_1	242879	24287900	0	0	
SRR5046148_2	242879	24287900	0	0	
SRR5046149_1	5287204	528720400	0	0	
SRR5046149_2	5287204	528720400	0	0	
SRR5046150_1	3682534	368253400	0	0	
SRR5046150_2	3682534	368253400	0	0	
SRR5046151_1	8872121	887212100	0	0	
SRR5046151_2	8872121	887212100	0	0	
SRR5046152_1	4234591	423459100	0	0	
SRR5046152_2	4234591	423459100	0	0	
SRR5046153_1	3610405	361040500	0	0	
SRR5046153_2	3610405	361040500	0	0	
SRR5046154_1	3750910	375091000	0	0	
SRR5046154_2	3750910	375091000	0	0	
SRR5046155_1	6902112	690211200	0	0	
SRR5046155_2	6902112	690211200	0	0	
SRR5046156_1	8576751	857675100	0	0	
SRR5046156_2	8576751	857675100	0	0	
SRR5046157_1	2342062	234206200	0	0	
SRR5046157_2	2342062	234206200	0	0	
SRR5046158_1	1378867	137886700	0	0	
SRR5046158_2	1378867	137886700	0	0	
SRR5046159_1	1963018	196301800	0	0	
SRR5046159_2	1963018	196301800	0	0	
SRR5046160_1	9079862	907986200	0	0	
SRR5046160_2	9079862	907986200	0	0	
SRR5046161_1	12268898	1226889800	0	0	
SRR5046161_2	12268898	1226889800	0	0	
SRR5046162_1	343831	34383100	0	0	
SRR5046162_2	343831	34383100	0	0	
SRR5046163_1	5991992	599199200	0	0	
SRR5046163_2	5991992	599199200	0	0	
SRR5046164_1	3391141	339114100	0	0	
SRR5046164_2	3391141	339114100	0	0	
SRR5046165_1	4028747	402874700	0	0	
SRR5046165_2	4028747	402874700	0	0	
SRR5046166_1	3739052	373905200	0	0	
SRR5046166_2	3739052	373905200	0	0	
SRR5046167_1	4318355	431835500	0	0	
SRR5046167_2	4318355	431835500	0	0	
SRR5046168_1	1849181	184918100	0	0	
SRR5046168_2	1849181	184918100	0	0	
SRR5046169_1	40867	4086700	0	0	
SRR5046169_2	40867	4086700	0	0	
SRR5046170_1	3582327	358232700	0	0	
SRR5046170_2	3582327	358232700	0	0	
SRR5046171_1	2049985	204998500	0	0	
SRR5046171_2	2049985	204998500	0	0	
SRR5046172_1	5936229	593622900	0	0	
SRR5046172_2	5936229	593622900	0	0	
SRR5046173_1	3251741	325174100	0	0	
SRR5046173_2	3251741	325174100	0	0	
SRR5046174_1	2397082	239708200	0	0	
SRR5046174_2	2397082	239708200	0	0	
SRR5046175_1	264113	26411300	0	0	
SRR5046175_2	264113	26411300	0	0	
SRR5046176_1	61420	6142000	0	0	
SRR5046176_2	61420	6142000	0	0	
SRR5046177_1	6903957	690395700	0	0	
SRR5046177_2	6903957	690395700	0	0	
SRR5046178_1	1010554	101055400	0	0	
SRR5046178_2	1010554	101055400	0	0	
SRR5046179_1	6714224	671422400	0	0	
SRR5046179_2	6714224	671422400	0	0	
SRR5046180_1	4487190	448719000	0	0	
